Address,Beds,Baths,Square Feet,Property Type,Listing Price
"['Old', 'Winter', 'Garden', 'Rd', 'Road', 'Orlando', 'FL', '32835']",NaN,NaN,NaN,Residental,"$550,000"
"['9214', 'Bayway', 'Drive', 'Orlando', 'FL', '32819']",4 beds,5 baths,"6,181 sq. ft",Residental,"$1,050,000"
"['Paddock', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$79,900"
"['4138', 'Grande', 'Brick', 'Loop', '31', 'Orlando', 'FL', '32837']",4 beds,4 baths,"3,239 sq. ft",Residental,"$2,467,000"
"['4156', 'Grande', 'Brick', 'Loop', '28', 'Orlando', 'FL', '32837']",3 beds,3 baths,"2,799 sq. ft",Residental,"$2,261,000"
"['4144', 'Grande', 'Brick', 'Loop', '30', 'Orlando', 'FL', '32837']",3 beds,3 baths,"2,799 sq. ft",Residental,"$2,209,500"
"['1215', 'S', 'Econlockhatchee', 'Trail', 'Orlando', 'FL', '32825']",5 beds,3 baths,"2,994 sq. ft",Residental,"$289,900"
"['5038', 'Benwick', 'Alley', '8a', 'Orlando', 'FL', '32814']",6 beds,5 baths,"5,402 sq. ft",Residental,"$2,300,000"
"['4126', 'Grande', 'Brick', 'Loop', '33', 'Orlando', 'FL', '32837']",3 beds,3 baths,"2,799 sq. ft",Residental,"$2,209,500"
"['9150', 'Waverly', 'Walk', 'Drive', 'Orlando', 'FL', '32817']",4 beds,2 baths,"2,783 sq. ft",Residental,"$599,990"
"['10914', 'History', 'Avenue', 'Plan:', 'Peabody', 'Orlando', 'FL', '32832']",5 beds,3 baths,"3,288 sq. ft",Residental,"$593,990"
"['13599', 'Larkton', 'Lane', '13599', 'Orlando', 'FL', '32832']",3 beds,2 baths,NaN,Residental,"$550,000"
"['10914', 'History', 'Avenue', 'Plan:', 'Provincetown', 'II', 'Orlando', 'FL', '32832']",4 beds,2 baths,"2,995 sq. ft",Residental,"$549,990"
"['4454', 'Harbour', 'Lights', 'Ct', 'Orlando', 'FL', '32817']",3 beds,2 baths,NaN,Residental,"$549,900"
"['10914', 'History', 'Avenue', 'Plan:', 'Greythorne', 'Orlando', 'FL', '32832']",4 beds,2 baths,"2,385 sq. ft",Residental,"$532,990"
"['11169', 'Lore', 'Way', 'Orlando', 'FL', '32832']",5 beds,3 baths,"2,634 sq. ft",Residental,"$513,835"
