Beds,Baths,Square Feet,lotSize,Property Type,Listing Price,Address,city
1,1,862,3668,Condominium,285000,155 S Court Ave #2312,Orlando
5,4,3856,7199,Residential - Single Family,916102,18604 Windroot Pl,Orlando
3,3,1678,737,Townhouse,330000,6117 Metrowest Blvd #101,Orlando
4,3,1100,7843,Residential - Single Family,315400,625 Romano Ave,Orlando
5,3,2327,6760,Residential - Single Family,859990,1609 Florinda Dr,Orlando
5,4,2974,7111,Residential - Single Family,749000,5025 Dove Tree St,Orlando
4,3,2037,NaN,Residential - Single Family,584990,Plan Juniper - 10774 Pahokee Beach Pl,Orlando
3,2.5,2216,NaN,Residential - Single Family,609990,Plan Monterey - 10774 Pahokee Beach Pl,Orlando
3,2.5,2627,NaN,Residential - Single Family,639990,Plan Windsor - 10774 Pahokee Beach Pl,Orlando
NaN,NaN,4062,NaN,Land,45000,1005 Randall St,Orlando
3,2,1780,6600,Residential - Single Family,338200,4451 Evers Pl #4,Orlando
2,2,943,5936,Condominium,189880,6148 Westgate Dr #102,Orlando
3,4,2702,57259,Condominium,2500000,150 E Robinson St #3505,Orlando
4,3,2712,7199,Residential - Single Family,764912,18963 Rawson St,Orlando
4,3,2963,8691,Residential - Single Family,884990,2215 Oregon St,Orlando
4,3,2963,7155,Residential - Single Family,980000,1847 Baylarian Blvd,Orlando
5,3,2327,7050,Residential - Single Family,879990,21 W Steele St,Orlando
5,3,2327,5219,Residential - Single Family,724990,1437 Dann St,Orlando
3,2,1914,16103,Residential - Single Family,495000,1304 Golfview St,Orlando
5,3,2327,6778,Residential - Single Family,839999,1409 W Harvard St,Orlando
5,3,2327,5085,Residential - Single Family,849990,800 W Harvard St,Orlando
2,2,1535,1631,Condominium,460000,7573 Laureate Blvd #1304,Orlando
NaN,NaN,3001,NaN,Land,549000,515 N John Young Pkwy,Orlando
5,4.5,3060,NaN,Residential - Single Family,735990,Plan Fontana - 13450 Gabor Ave,Orlando
5,3.5,3413,NaN,Residential - Single Family,754990,Plan Rockmoor - 13450 Gabor Ave,Orlando
4,3,2883,NaN,Residential - Single Family,705990,Plan Coltman - 13450 Gabor Ave,Orlando
3,2,1292,385598,Condominium,289900,5550 E Michigan St #3230,Orlando
2,1,896,5475,Condominium,150000,5325 Curry Ford Rd #B103,Orlando
3,3,1855,NaN,Multi Family,395990,Plan Groveland - 13426 Gabor Ave,Orlando
3,2.5,1855,NaN,Multi Family,410990,Plan Seacrest - 13426 Gabor Ave,Orlando
4,3,1855,NaN,Multi Family,395990,Plan Vista - 13426 Gabor Ave,Orlando
NaN,NaN,1982,NaN,Land,27000,2205 W Jackson St,Orlando
3,3,1440,5770,Attached Single Family Home,520000,521 West Princeton Street,Orlando
2,3,1449,1723,Townhouse,599995,2426 Addalia Aly,Orlando
2,3,2085,1723,Townhouse,659995,2434 Addalia Aly,Orlando
4,3.5,4062,NaN,Residential - Single Family,1059995,Plan Corbeil - 9429 Golden Laurel Ln,Orlando
4,4.5,3635,NaN,Residential - Single Family,1029995,Plan Grenache - 9429 Golden Laurel Ln,Orlando
4,4.5,3971,NaN,Residential - Single Family,1035995,Plan Marsanne - 9429 Golden Laurel Ln,Orlando
4,4.5,4236,NaN,Residential - Single Family,1072995,Plan Dolcetto - 9429 Golden Laurel Ln,Orlando
5,4.5,4413,NaN,Residential - Single Family,1089995,Plan Barbera - 9429 Golden Laurel Ln,Orlando
5,5.5,5801,NaN,Residential - Single Family,1428995,Plan Varen - 9429 Golden Laurel Ln,Orlando
3,2.5,2976,NaN,Residential - Single Family,947995,Plan Bordeaux - 9429 Golden Laurel Ln,Orlando
5,4.5,4704,NaN,Residential - Single Family,1304995,Plan Lesmont - 9429 Golden Laurel Ln,Orlando
5,4.5,4807,NaN,Residential - Single Family,1329995,Plan Tourves - 9429 Golden Laurel Ln,Orlando
5,4.5,4296,NaN,Residential - Single Family,1266995,Plan Cabris - 9429 Golden Laurel Ln,Orlando
NaN,NaN,34188,NaN,Land,599900,1027 W Livingston St,Orlando
4,4,3120,6517,Residential - Single Family,1060800,1404 E Harding St,Orlando
4,3,1882,3798,Residential - Single Family,680000,15 N Hampton #LOT 4,Orlando
NaN,NaN,11128,NaN,Land,500000,6300 Oak Chase Ct,Orlando
4,4.5,2459,NaN,Residential - Single Family,632990,Plan Wilmington - 8704 Crick Aly,Orlando
4,3.5,2758,NaN,Residential - Single Family,667990,Plan Cardinal - 8704 Crick Aly,Orlando
3,2,2432,NaN,Residential - Single Family,635990,Plan Bellwood - 8704 Crick Aly,Orlando
3,2.5,2397,NaN,Residential - Single Family,629990,Plan Talbot - 8704 Crick Aly,Orlando
4,3,2343,NaN,Residential - Single Family,613990,Plan Mableton - 8704 Crick Aly,Orlando
4,3,2396,NaN,Residential - Single Family,628990,Plan Savannah - 8704 Crick Aly,Orlando
5,3,3150,NaN,Residential - Single Family,704990,Plan Standfield - 8704 Crick Aly,Orlando
3,2,1976,NaN,Residential - Single Family,585990,Plan Cumberland - 8704 Crick Aly,Orlando
5,2.5,2906,NaN,Residential - Single Family,605990,Plan Clover - 13426 Gabor Ave,Orlando
3,2,1739,NaN,Residential - Single Family,494990,Plan Hawthorne - 13426 Gabor Ave,Orlando
3,3.5,2230,NaN,Residential - Single Family,541990,Plan Azalea - 13426 Gabor Ave,Orlando
4,4,2957,NaN,Residential - Single Family,679990,Plan Lantana Bonus - 13426 Gabor Ave,Orlando
4,2.5,2018,NaN,Residential - Single Family,516990,Plan Juniper - 13426 Gabor Ave,Orlando
5,3.5,2688,NaN,Residential - Single Family,586990,Plan Azalea Bonus - 13426 Gabor Ave,Orlando
3,2,2130,NaN,Residential - Single Family,522990,Plan Orchid - 13426 Gabor Ave,Orlando
5,5.5,3503,NaN,Residential - Single Family,669990,Plan Zinnia - 13426 Gabor Ave,Orlando
4,3.5,1789,NaN,Residential - Single Family,499990,Plan Jasmine - 13426 Gabor Ave,Orlando
4,3.5,1905,NaN,Residential - Single Family,531990,Plan Penta - 13426 Gabor Ave,Orlando
5,5.5,3191,NaN,Residential - Single Family,642990,Plan Willow - 13426 Gabor Ave,Orlando
4,3,2970,NaN,Residential - Single Family,625990,Plan Aster - 13426 Gabor Ave,Orlando
5,4,2647,NaN,Residential - Single Family,583990,Plan Laurel - 13426 Gabor Ave,Orlando
4,3,2957,NaN,Residential - Single Family,624990,Plan Lantana - 13426 Gabor Ave,Orlando
5,3,3125,NaN,Residential - Single Family,631990,Plan Orchid Bonus - 13426 Gabor Ave,Orlando
6,6,5477,12458,Residential - Single Family,1475000,625 Palmer St,Orlando
4,4.5,3630,NaN,Residential - Single Family,789990,Plan Austin - Boggy Creek Road,Orlando
4,3,2931,NaN,Residential - Single Family,739990,Plan Hampton - Boggy Creek Road,Orlando
4,4.5,3303,NaN,Residential - Single Family,767990,Plan Raleigh - Boggy Creek Road,Orlando
3,2,2085,NaN,Residential - Single Family,631990,Plan Charleston - Boggy Creek Road,Orlando
4,3,3771,NaN,Residential - Single Family,687990,Plan Norfolk - Boggy Creek Road,Orlando
4,4.5,3210,NaN,Residential - Single Family,758990,Plan Charlotte - Boggy Creek Road,Orlando
4,3,2069,NaN,Residential - Single Family,629990,Plan Asheville - Boggy Creek Road,Orlando
3,2.5,3648,NaN,Residential - Single Family,680990,Plan Richmond - Boggy Creek Road,Orlando
NaN,NaN,22442,NaN,Land,429900,831 S Parramore Ave,Orlando
NaN,NaN,41850,NaN,Land,1399000,1611 Page Ave,Orlando
3,2,1773,NaN,Residential - Single Family,579990,Plan Saddler - 13450 Gabor Ave,Orlando
3,2.5,2055,NaN,Residential - Single Family,604900,Plan Thatcher - 13450 Gabor Ave,Orlando
3,2.5,1788,NaN,Residential - Single Family,591900,Plan Mason - 13450 Gabor Ave,Orlando
4,2.5,2247,NaN,Residential - Single Family,620900,Plan Brewer - 13450 Gabor Ave,Orlando
3,2,1431,8371,Single Family Residential,305000,8414 Pocasset Pl,Orlando
NaN,NaN,14665,NaN,Land,620000,1322 Noble Pl,Orlando
NaN,NaN,811958,NaN,Land,3000000,S Econlockhatchee Trail,Orlando
2,2.5,1449,NaN,Multi Family,484995,Plan Sampson - Princeton St. And John Young Parkway,Orlando
2,2.5,1815,NaN,Multi Family,539995,Plan Citrine Elite - Princeton St. And John Young Parkway,Orlando
2,2.5,2059,NaN,Multi Family,568995,Plan Nova Elite - Princeton St. And John Young Parkway,Orlando
2,2.5,1815,NaN,Multi Family,516995,Plan Citrine - Princeton St. And John Young Parkway,Orlando
NaN,NaN,20482,NaN,Land,329000,806 Woods Ave,Orlando
3,3,1460,4093,1/2 Duplex,300000,6212 Sandcrest Cir,Orlando
3,2,1232,5013,1/2 Duplex,224900,4474 Goldenrain Ct,Orlando
6,7,5800,17591,Residential - Single Family,2495000,10395 Woodward Winds Dr,Orlando
6,7,5803,17744,Residential - Single Family,2495000,10427 Woodward Winds Dr,Orlando
4,2.5,2235,NaN,Residential - Single Family,601990,Plan Anna Maria - 13426 Gabor Ave,Orlando
4,3.5,2843,NaN,Residential - Single Family,653990,Plan Captiva - 13426 Gabor Ave,Orlando
4,4,3100,NaN,Residential - Single Family,728990,Plan Arlington W/ Bonus - 13426 Gabor Ave,Orlando
4,3.5,2688,NaN,Residential - Single Family,640990,Plan Anna Maria W/ Bonus - 13426 Gabor Ave,Orlando
4,3.5,3199,NaN,Residential - Single Family,735990,Plan Tidewater W/ Bonus - 13426 Gabor Ave,Orlando
5,3.5,3628,NaN,Residential - Single Family,760990,Plan Ellington - 13426 Gabor Ave,Orlando
4,3,2689,NaN,Residential - Single Family,642990,Plan Biscayne - 13426 Gabor Ave,Orlando
4,3,2687,NaN,Residential - Single Family,701990,Plan Arlington - 13426 Gabor Ave,Orlando
4,2.5,2717,NaN,Residential - Single Family,703990,Plan Tidewater - 13426 Gabor Ave,Orlando
3,3,1690,9286,Townhouse,444900,1217 E Muriel St,Orlando
NaN,NaN,20606,NaN,Land,1500000,644 W Colonial Dr,Orlando
4,3,2516,13522,Single Family Residential,825000,323 Desoto Cir,Orlando
3,1,1352,6539,Single Family Residential,369900,809 S Mills Ave,Orlando
3,2.5,2119,NaN,Multi Family,627990,Plan Clearview - 10774 Pahokee Beach Pl,Orlando
3,2,1623,10275,Residential - Single Family,624900,1107 E Ridgewood St,Orlando
NaN,NaN,9150,NaN,Land,210000,726 Cordova Dr,Orlando
4,4,3465,9147,Single Family Residential,760000,1353 Cumbie St,Orlando
3,2,2001,NaN,Residential - Single Family,608900,Plan Tanner - 13450 Gabor Ave,Orlando
4,3.5,2790,NaN,Residential - Single Family,685900,Plan Mercer - 13450 Gabor Ave,Orlando
3,2.5,2445,NaN,Residential - Single Family,650900,Plan Weaver - 13450 Gabor Ave,Orlando
4,3.5,2952,NaN,Residential - Single Family,700900,Plan Joiner - 13450 Gabor Ave,Orlando
4,3,1858,NaN,Residential - Single Family,496990,Plan Trailwood Interior - 10774 Pahokee Beach Pl,Orlando
4,2.5,2894,NaN,Residential - Single Family,705990,Plan Whitestone - 10774 Pahokee Beach Pl,Orlando
3,2.5,1652,NaN,Multi Family,471990,Plan Foxtail End Unit - 10774 Pahokee Beach Pl,Orlando
3,2.5,1756,NaN,Multi Family,531990,Plan Sunbeam - 10774 Pahokee Beach Pl,Orlando
3,3,2870,NaN,Residential - Single Family,739290,Plan Mystique Grand - 10774 Pahokee Beach Pl,Orlando
4,3.5,3217,NaN,Residential - Single Family,837990,Plan Ashby Grand - 10774 Pahokee Beach Pl,Orlando
4,3,1861,NaN,Multi Family,414990,Plan Trailwood - Interior Unit - 5973 Wooden Pine Dr,Orlando
3,2,1662,NaN,Residential - Single Family,466990,Plan Cedar - 5973 Wooden Pine Dr,Orlando
4,2,1850,NaN,Residential - Single Family,474990,Plan Highgate - 5973 Wooden Pine Dr,Orlando
2,2,1889,NaN,Residential - Single Family,630990,Plan Mystique - 10774 Pahokee Beach Pl,Orlando
4,3.5,4342,NaN,Residential - Single Family,820990,Plan Valencia - 10774 Pahokee Beach Pl,Orlando
5,3.5,4193,NaN,Residential - Single Family,917490,Plan Easley Grand - 10774 Pahokee Beach Pl,Orlando
6,4.5,5363,NaN,Residential - Single Family,944990,Plan Upton - 10774 Pahokee Beach Pl,Orlando
3,2.5,2298,NaN,Residential - Single Family,719990,Plan Ashby - 10774 Pahokee Beach Pl,Orlando
4,3,1858,NaN,Multi Family,496990,Plan Trailwood Exterior - 10774 Pahokee Beach Pl,Orlando
5,3.5,3416,NaN,Residential - Single Family,780990,Plan Yorkshire - 10774 Pahokee Beach Pl,Orlando
3,2.5,1652,NaN,Multi Family,471990,Plan Foxtail Interior Unit - 10774 Pahokee Beach Pl,Orlando
4,2.5,3820,NaN,Residential - Single Family,839990,Plan Oakhurst - 10774 Pahokee Beach Pl,Orlando
3,2.5,2684,NaN,Residential - Single Family,769990,Plan Easley - 10774 Pahokee Beach Pl,Orlando
4,2.5,2908,NaN,Residential - Single Family,523990,Plan Whitestone - 5973 Wooden Pine Dr,Orlando
3,2.5,1652,NaN,Multi Family,397990,Plan Foxtail - Interior Unit - 5973 Wooden Pine Dr,Orlando
4,2.5,2397,NaN,Residential - Single Family,503990,Plan Tower - 5973 Wooden Pine Dr,Orlando
4,3,1861,NaN,Multi Family,414990,Plan Trailwood - Exterior Unit - 5973 Wooden Pine Dr,Orlando
3,2,2162,NaN,Residential - Single Family,483990,Plan Spruce - 5973 Wooden Pine Dr,Orlando
3,2.5,1652,NaN,Multi Family,397990,Plan Foxtail - Exterior Unit - 5973 Wooden Pine Dr,Orlando
NaN,NaN,12774,NaN,Land,299900,3412 Curry Ford Rd,Orlando
2,2,1056,9150,Condominium,325000,7383 Universal Blvd #307,Orlando
NaN,NaN,78408,NaN,Land,999900,3431 Shader Rd,Orlando
NaN,NaN,66362,NaN,Land,1199000,33 Rd St,Orlando
6,6,4415,7199,Residential - Single Family,840000,18363 Mowry Ct,Orlando
2,2,1157,28480,Condominium,449000,322 E Central Blvd #1413,Orlando
2,2,934,3601,Condominium,245000,4712 Sutton Ter #114C1,Orlando
3,1,1003,10447,Residential - Single Family,219900,809 Columbia St,Orlando
2,2,1085,58858,Condominium,279000,911 N Orange Ave #449,Orlando
2,2,889,9835,Condominium,185000,2966 S Semoran Blvd #1605,Orlando
2,1,1100,8000,Residential - Single Family,375000,626 W Winter Park St,Orlando
3,3,2051,20404,Residential - Single Family,395000,4364 Real Ct,Orlando
4,3,2901,9401,Residential - Single Family,899000,811 E Marks St,Orlando
3,2,1387,5100,Residential - Single Family,300000,2799 Heatherside Ave,Orlando
2,2,909,2564,Condominium,160000,4136 Yellow Pine Ln #2,Orlando
3,3,1946,5502,Residential - Single Family,499000,1813 Osman Ave,Orlando
3,2,2445,8129,Residential - Single Family,745000,9779 Cypress Pine St,Orlando
3,3,1951,8138,Residential - Single Family,545000,845 Floral Dr,Orlando
2,2,851,29131,Condominium,169900,4882 S Semoran Blvd #1408,Orlando
2,2,1120,0,Condominium,235000,6560 Swissco Dr #325,Orlando
3,2,2000,6191,Residential - Single Family,438000,8873 Venezia Plantation Dr,Orlando
1,1,673,7883,Condominium,150000,1017 S Hiawassee Rd #3735,Orlando
4,6,3252,6102,Residential - Single Family,1075000,440 Delaney Park Dr,Orlando
2,2,934,8154,Condominium,199000,1039 S Hiawassee Rd #2912,Orlando
1,1,751,11663,Condominium,219500,1100 Delaney Ave #F307,Orlando
4,2,1377,5166,Residential - Single Family,299900,5457 Bayberry Homes Rd,Orlando
4,2,1851,4985,Residential - Single Family,449000,5206 Mystic Point Ct,Orlando
3,3,2508,14071,Residential - Single Family,350000,4293 Booker St S,Orlando
2,2,876,1038,Condominium,207000,4300 Hector Ct #7,Orlando
4,4,2794,5401,Residential - Single Family,889000,2875 Stanfield Ave,Orlando
4,5,3773,13370,Residential - Single Family,1448000,1109 E Jackson St,Orlando
2,2,930,756179,Condominium,189000,2544 Woodgate Blvd #201,Orlando
2,2,960,1015,Condominium,180000,4450 Ring Neck Rd #A,Orlando
2,2,994,12324,Condominium,198000,730 E Michigan St #124,Orlando
2,2,1083,2655,Residential - Single Family,250000,3875 Villa Rose Ln,Orlando
2,2,820,NaN,Condominium,188000,3851 Atrium #37,Orlando
2,2,1773,32559,Condominium,700000,101 S Eola Dr #1210,Orlando
3,3,1960,6896,Townhouse,449000,3014 Kilgore St,Orlando
2,2,1112,16332,Condominium,245000,3344 Robert Trent Jones Dr #10205,Orlando
4,3,3643,11849,Residential - Single Family,2600000,2501 Lake Shore Dr,Orlando
1,1,1037,4445,Condominium,150000,6004 Westgate Dr #302,Orlando
3,2,1644,10442,Residential - Single Family,464800,2516 Hargill Dr,Orlando
1,1,673,8637,Condominium,149999,1037 S Hiawassee Rd #2813,Orlando
3,2,1054,7144,Residential - Single Family,249000,3044 Willow Bend Blvd,Orlando
3,2,1331,5484,Residential - Single Family,289000,2013 Winslow Dr,Orlando
2,2,1300,10531,Condominium,339900,1260 Saint Tropez Cir #1260,Orlando
2,2,1255,32559,Condominium,380000,101 S Eola Dr #612,Orlando
3,2,1200,5977,Attached Single Family Home,430000,113 N Hampton Ave,Orlando
3,2,1385,8360,Residential - Single Family,399000,726 Tam O Shanter Dr,Orlando
4,3,2634,6002,Residential - Single Family,899000,620 E Marks St,Orlando
3,2,1418,8894,Residential - Single Family,275000,4782 Point Look Out Rd,Orlando
1,1,675,58858,Condominium,199500,911 N Orange Ave #103,Orlando
4,3,2962,8699,Residential - Single Family,580000,7374 Chelsea Harbour Dr,Orlando
2,2,830,10001,Condominium,165900,2031 Dixie Belle Dr #2031,Orlando
3,2,1433,5484,Residential - Single Family,280000,2010 Plainfield Dr,Orlando
4,4,2749,6767,Residential - Single Family,1179000,1606 Hart Ln,Orlando
3,3,1682,979,Townhouse,360000,6301 Daysbrook Dr #104,Orlando
3,3,2252,16875,Residential - Single Family,694500,1112 Chichester St,Orlando
3,2.1,1791,NaN,Single Family - Detached,509000,14161 Walcott Ave,Orlando
1,1,655,565755,Condominium,137300,3276 S Semoran Blvd #1,Orlando
2,2,1140,151882,Condominium,270000,4700 Buggy Whip Ln #103,Orlando
2,2,1215,6672,Condominium,245000,5132 Cypress Creek Dr #104,Orlando
2,2,1125,5787,Condominium,149900,4207 S Semoran Blvd #10,Orlando
1,1,537,2413,Condominium,185000,2425 E Central Blvd #6,Orlando
2,2,1460,1598,Condominium,394900,7573 Laureate Blvd #1-401,Orlando
1,1,580,9080,Condominium,135900,5500 Devonbriar Way #209,Orlando
3,2,1508,8291,Residential - Single Family,395900,813 Morocco Ave,Orlando
2,2,1126,4775,Condominium,205000,5424 E Michigan St #1,Orlando
3,3,1753,1899,Residential - Single Family,374900,9517 Silver Buttonwood St,Orlando
4,2,1471,5258,Multi Family,195000,2312 W Jackson St,Orlando
4,4,2820,9465,Residential - Single Family,575000,9644 Leland Dr,Orlando
3,2,1982,8203,Residential - Single Family,550000,935 N Hyer Ave,Orlando
4,3,2032,10307,Residential - Single Family,599999,2300 E Central Blvd,Orlando
4,3,2291,7363,Residential - Single Family,439900,3427 Windy Wood Dr,Orlando
3,2,2047,22058,Residential - Single Family,635000,3607 N Westmoreland Dr,Orlando
2,2,1032,7095,Condominium,229900,9069 Lee Vista Blvd #1209,Orlando
2,2,1054,8224,Condominium,180000,4532 Commander Dr #2127,Orlando
,NaN,1655,7004,Multi Family,299000,816 W Concord St,Orlando
4,2,2570,9354,Residential - Single Family,499000,9028 Lake Avon Dr,Orlando
4,2,1252,6728,Residential - Single Family,225000,4746 Kirkland Blvd,Orlando
1,1,1173,5348,Condominium,142900,5314 Burning Tree Dr #A,Orlando
4,3,2343,7094,Residential - Single Family,714202,86 Marconi Ave,Orlando
3,3,3725,7500,Residential - Single Family,349800,3610 Dubsdread Cir,Orlando
3,2,1724,5250,Residential - Single Family,489900,3220 Tall Timber Dr,Orlando
2,2,876,1037,Condominium,209000,4324 Hector Ct #3,Orlando
3,1,1100,8004,Residential - Single Family,240000,6440 Greylynne St,Orlando
5,4,3762,6326,Residential - Single Family,850000,10051 Baywater Breeze Dr,Orlando
2,2,1091,7862,Condominium,249000,3713 Conroy Rd #1925,Orlando
2,2,1142,12577,Condominium,220000,5463 Vineland Rd #5103,Orlando
2,2,1051,4534,Condominium,225900,6376 Raleigh St #2002,Orlando
3,2,1426,4233,Condominium,173000,4409 S Semoran Blvd #5,Orlando
2,2,939,1248,Condominium,185000,4798 Lake Ridge Rd #64,Orlando
3,3,1635,2216,Townhouse,360000,10299 Lake District Ln #49C,Orlando
3,3,2669,6073,Townhouse,860000,1936 Meeting Pl,Orlando
2,2,860,5386,Condominium,210000,4860 Marks Ter #406B1,Orlando
1,1,786,17414,Condominium,150000,5500 Metrowest Blvd #209,Orlando
2,2,1648,1752,Condominium,335000,4177 N Orange Blossom Trl #504,Orlando
3,2,1284,9405,Residential - Single Family,290000,6386 Mainsail Ct,Orlando
4,3,2016,6320,Multi Family,499900,46 E Princeton St,Orlando
2,2,1139,5299,Condominium,125000,5121 Eaglesmere Dr #C05,Orlando
1,1,735,8084,Condominium,124000,4536 Commander Dr #1513,Orlando
1,1,627,7193,Condominium,150000,1015 S Hiawassee Rd #3526,Orlando
2,2,1233,11783,Condominium,205000,3280 Soho St #305,Orlando
5,4,2908,7030,Residential - Single Family,815000,438 Woodland St,Orlando
2,2,1230,5050,Residential - Single Family,279000,3886 Villa Rose Ln,Orlando
4,3,2170,6081,Residential - Single Family,550000,8163 Corkfield Ave,Orlando
2,2,1123,7300,Condominium,145000,5332 Burning Tree Dr #D,Orlando
3,2,1545,6521,Residential - Single Family,355000,664 Bellhurst Ct,Orlando
2,3,1250,698,Condominium,254900,2352 Grand Central Pkwy #18,Orlando
2,2,1107,0,Condominium,195000,3406 Soho St #208,Orlando
4,4,3446,8882,Residential - Single Family,847000,10664 Warlow Creek St,Orlando
3,2,1780,10594,Residential - Single Family,260000,912 S Goldwyn Ave,Orlando
3,2,1586,7316,Residential - Single Family,395000,1704 Curry Ford Rd,Orlando
1,1,751,11663,Condominium,199000,1100 Delaney Ave #F407,Orlando
2,2,825,429986,Condominium,130000,6008 Village Cir #GE,Orlando
3,1,1124,7000,Residential - Single Family,229900,4548 Cepeda St,Orlando
3,2,1408,15557,Condominium,259000,1212 S Hiawassee Rd #524,Orlando
3,2,1574,11087,Residential - Single Family,409900,4400 Elaine Pl,Orlando
3,2,1482,7290,Residential - Single Family,185000,516 S Dollins Ave,Orlando
3,3,1771,2428,Townhouse,367999,10752 Garden Lily Dr #21C,Orlando
1,3,1833,23774,Condominium,475000,10 N Summerlin Ave #55,Orlando
2,2,1107,1107,Condominium,200000,3315 Parkchester Square Blvd #108,Orlando
2,2,1028,10071,Condominium,196000,5132 Conroy Rd #914,Orlando
4,2,1853,6105,Residential - Single Family,420000,8495 Lake Amhurst Trl,Orlando
1,2,980,0,Condominium,315000,101 S Eola Dr #1017,Orlando
4,3,2870,6006,Residential - Single Family,1350000,542 W Yale St,Orlando
1,1,700,7296,Condominium,155000,4649 Cason Cove Dr #2513,Orlando
2,2,1144,5791,Residential - Single Family,519700,204 N Brown Ave,Orlando
2,2,950,7697,Residential - Single Family,130000,5475 Karen Ct,Orlando
2,2,741,429986,Condominium,149900,5997 Village Cir #GE,Orlando
3,2,1457,837,Condominium,265000,2604 Grand Central Pkwy #5,Orlando
4,4,3524,9895,Residential - Single Family,850000,10057 Oak Quarry Dr,Orlando
2,1,918,6889,Residential - Single Family,405000,1404 Mount Vernon St,Orlando
3,2,1995,9365,Residential - Single Family,374500,2909 Hargill Dr,Orlando
2,2,1187,4998,Residential - Single Family,475000,807 Stetson St,Orlando
2,2,1644,3105,Townhouse,450000,9085 Laureate Blvd,Orlando
4,2,1945,13929,Multi Family,230000,931 Grand St,Orlando
3,2,1412,16332,Condominium,270000,3338 Robert Trent Jones Dr #310,Orlando
2,2,829,7101,Condominium,210000,1057 S Hiawassee Rd #1918,Orlando
4,2,1300,6601,Residential - Single Family,199000,2071 Liston Ct,Orlando
4,3,3006,6024,Residential - Single Family,825000,8603 Dubochet St,Orlando
2,2,1235,5615,Condominium,239500,3202 Parkchester Square Blvd #102,Orlando
3,3,1830,3399,Townhouse,485000,8656 Elder Ln,Orlando
2,3,1250,0,Condominium,260000,2532 Grand Central Pkwy #19,Orlando
3,2,1408,15557,Condominium,257000,1212 S Hiawassee Rd #526,Orlando
2,2,934,8292,Condominium,195000,1065 S Hiawassee Rd #1417,Orlando
2,2,1051,4673,Condominium,210000,6360 Raleigh St #1703,Orlando
2,2,1023,21330,Condominium,212000,5433 Lake Margaret Dr #194,Orlando
3,3,2216,3826,Residential - Single Family,645667,10257 Folly Beach Rd,Orlando
4,3,2037,3825,Residential - Single Family,679260,14041 Kauai Dr,Orlando
2,2,1054,0,Condominium,234850,5550 E Michigan St #1114,Orlando
4,3,1973,5779,Multi Family,150000,437 Ruth Ln,Orlando
2,1,896,3786,Condominium,139000,5325 Curry Ford Rd #20,Orlando
4,3,2357,11480,Residential - Single Family,494500,3508 Marston Dr,Orlando
2,2,1255,7095,Condominium,249999,9069 Lee Vista Blvd #1205,Orlando
1,1,660,7410,Condominium,139700,5533 Chrishire Way #F-104,Orlando
3,3,1878,3666,Residential - Single Family,679000,13235 Beebe Aly,Orlando
4,3,2733,71151,Residential - Single Family,789000,6727 Fairway Cove Dr,Orlando
2,2,960,1022,Condominium,154900,4409 Ring Neck Rd #21A,Orlando
1,1,772,385598,Condominium,172500,5550 E Michigan St #3224,Orlando
2,1,1008,7593,Residential - Single Family,379000,1711 Canton St,Orlando
3,2,1597,8245,Residential - Single Family,295000,3009 Marathon Ave,Orlando
2,2,943,5936,Condominium,199950,6124 Westgate Dr #102,Orlando
2,2,1299,93664,Condominium,285000,4801 Coachmans Dr #4,Orlando
3,3,1606,1883,Townhouse,329850,3270 Villa Strada Way,Orlando
4,3,2360,8031,Residential - Single Family,489000,7818 Saint Andrews Cir,Orlando
3,2,1311,6287,Residential - Single Family,410000,2104 Tangerine St,Orlando
1,1,735,7979,Condominium,144000,4606 Commander Dr #1134,Orlando
3,2,1408,0,Condominium,250000,7147 Yacht Basin Ave #115,Orlando
4,2,1200,6100,Multi Family,359900,718 Putnam Ave,Orlando
2,2,1162,27795,Condominium,409000,630 Vassar St #2510,Orlando
2,2,1088,9888,Condominium,229900,6560 Swissco Dr #311,Orlando
2,3,1177,749,Condominium,189000,4657 Lighthouse Cir #118,Orlando
2,1,810,12685,Condominium,165000,4301 Lizshire Ln #108,Orlando
1,1,722,4445,Condominium,147990,6154 Westgate Dr #201,Orlando
1,1,750,0,Condominium,199888,6171 Metrowest Blv Blvd #103,Orlando
3,2,1825,10126,Residential - Single Family,333000,524 Vern Dr,Orlando
5,3,1284,10232,Residential - Single Family,399000,2415 Chelsea St,Orlando
2,2,1198,32559,Condominium,420000,101 S Eola Dr #1002,Orlando
2,2,846,122092,Condominium,210000,2530 Oak Park Way #202,Orlando
2,2,925,1249,Condominium,165000,4804 Lake Ridge Rd #10,Orlando
3,3,2010,1423,Condominium,365000,6316 Miramonte Dr #102,Orlando
2,2,1200,727307,Townhouse,298990,6670 S Goldenrod Rd #A,Orlando
3,2,1777,10040,Residential - Single Family,290000,5136 Neponset Ave,Orlando
2,2,1116,593,Condominium,299000,2218 Elizabeth Ave #3,Orlando
5,6,4937,7799,Residential - Single Family,1049888,11416 Beau Repos Dr,Orlando
3,2,1009,7746,Residential - Single Family,450000,455 Buckminster Cir,Orlando
4,4,3476,11507,Residential - Single Family,1389900,3600 Parkland Dr,Orlando
3,2,1318,16772,Condominium,265000,5475 Vineland Rd #8208,Orlando
1,1,731,6113,Condominium,178000,6171 Metrowest Blvd #204,Orlando
2,2,1051,4912,Condominium,220000,6404 Raleigh St #2302,Orlando
